,Image,Angle,ouptut
0,v23/1.jpg,11.113035,right
1,v23/2.jpg,11.678065,right
2,v23/3.jpg,11.678065,up
3,v23/4.jpg,11.678065,up
4,v23/5.jpg,11.678065,up
5,v23/6.jpg,11.281285,left
6,v23/7.jpg,11.281285,up
7,v23/8.jpg,11.281285,up
8,v23/9.jpg,11.281285,up
9,v23/10.jpg,11.281285,up
10,v23/11.jpg,10.83087,left
11,v23/12.jpg,10.83087,up
12,v23/13.jpg,10.83087,up
13,v23/14.jpg,11.218295,right
14,v23/15.jpg,11.218295,up
15,v23/16.jpg,11.218295,up
16,v23/17.jpg,11.509835,right
17,v23/18.jpg,11.509835,up
18,v23/19.jpg,11.509835,up
19,v23/20.jpg,12.068555,right
20,v23/21.jpg,12.068555,up
21,v23/22.jpg,12.410245,right
22,v23/23.jpg,12.410245,up
23,v23/24.jpg,12.410245,up
24,v23/25.jpg,12.5,right
25,v23/26.jpg,12.5,up
26,v23/27.jpg,12.5,right
27,v23/28.jpg,12.5,up
28,v23/29.jpg,12.5,right
29,v23/30.jpg,12.5,up
30,v23/31.jpg,12.5,up
31,v23/32.jpg,12.5,right
32,v23/33.jpg,12.5,up
33,v23/34.jpg,12.5,up
34,v23/35.jpg,12.5,up
35,v23/36.jpg,12.5,up
36,v23/37.jpg,12.5,up
37,v23/38.jpg,12.5,up
38,v23/39.jpg,12.5,up
39,v23/40.jpg,12.5,up
40,v23/41.jpg,12.5,up
41,v23/42.jpg,12.5,up
42,v23/43.jpg,12.5,right
43,v23/44.jpg,11.90393,left
44,v23/45.jpg,11.90393,up
45,v23/46.jpg,11.90393,up
46,v23/47.jpg,11.24799,left
47,v23/48.jpg,11.01044,left
48,v23/49.jpg,11.01044,up
49,v23/50.jpg,11.01044,up
50,v23/51.jpg,11.01044,up
51,v23/52.jpg,11.01044,up
52,v23/53.jpg,11.01044,up
53,v23/54.jpg,11.01044,up
54,v23/55.jpg,11.01044,up
55,v23/56.jpg,11.01044,up
56,v23/57.jpg,11.124895,right
57,v23/58.jpg,11.124895,up
58,v23/59.jpg,11.124895,up
59,v23/60.jpg,11.124895,up
60,v23/61.jpg,11.124895,up
61,v23/62.jpg,11.124895,up
62,v23/63.jpg,11.124895,up
63,v23/64.jpg,10.93234,left
64,v23/65.jpg,10.93234,up
65,v23/66.jpg,10.93234,up
66,v23/67.jpg,9.849655,left
67,v23/68.jpg,9.849655,up
68,v23/69.jpg,9.849655,up
69,v23/70.jpg,9.849655,up
70,v23/71.jpg,9.849655,up
71,v23/72.jpg,9.849655,up
72,v23/73.jpg,9.5108,left
73,v23/74.jpg,9.5108,up
74,v23/75.jpg,9.5108,up
75,v23/76.jpg,9.5108,up
76,v23/77.jpg,9.5108,up
77,v23/78.jpg,9.5108,up
78,v23/79.jpg,9.5108,up
79,v23/80.jpg,9.5108,up
80,v23/81.jpg,9.5108,up
81,v23/82.jpg,10.082565,right
82,v23/83.jpg,10.082565,up
83,v23/84.jpg,10.456995,right
84,v23/85.jpg,10.456995,up
85,v23/86.jpg,10.456995,up
86,v23/87.jpg,10.456995,up
87,v23/88.jpg,11.060495,right
88,v23/89.jpg,11.060495,up
89,v23/90.jpg,11.37273,right
90,v23/91.jpg,11.37273,up
91,v23/92.jpg,11.37273,up
92,v23/93.jpg,11.37273,up
