,Image,Angle,ouptut
0,v29/1.jpg,11,up
1,v29/2.jpg,11,up
2,v29/3.jpg,11,up
3,v29/4.jpg,11,up
4,v29/5.jpg,11,up
5,v29/6.jpg,11,up
6,v29/7.jpg,11,up
7,v29/8.jpg,11,up
8,v29/9.jpg,11,up
9,v29/10.jpg,11,up
10,v29/11.jpg,11,up
11,v29/12.jpg,11,up
12,v29/13.jpg,11,up
13,v29/14.jpg,11,up
14,v29/15.jpg,11,up
15,v29/16.jpg,11.044485,right
16,v29/17.jpg,11.81886,right
17,v29/18.jpg,11.81886,up
18,v29/19.jpg,11.81886,up
19,v29/20.jpg,11.81886,up
20,v29/21.jpg,11.81886,up
21,v29/22.jpg,12.5,right
22,v29/23.jpg,12.5,up
23,v29/24.jpg,12.5,up
24,v29/25.jpg,12.5,up
25,v29/26.jpg,12.5,up
26,v29/27.jpg,12.5,up
27,v29/28.jpg,12.5,up
28,v29/29.jpg,12.5,right
29,v29/30.jpg,12.5,right
30,v29/31.jpg,12.5,right
31,v29/32.jpg,12.5,right
32,v29/33.jpg,12.5,up
33,v29/34.jpg,12.5,up
34,v29/35.jpg,12.5,up
35,v29/36.jpg,12.5,up
36,v29/37.jpg,12.5,up
37,v29/38.jpg,12.5,up
38,v29/39.jpg,12.5,up
39,v29/40.jpg,12.5,up
40,v29/41.jpg,12.5,up
41,v29/42.jpg,12.5,up
42,v29/43.jpg,12.5,up
43,v29/44.jpg,12.5,up
44,v29/45.jpg,12.5,up
45,v29/46.jpg,12.5,up
46,v29/47.jpg,12.5,up
47,v29/48.jpg,12.5,up
48,v29/49.jpg,12.5,up
49,v29/50.jpg,12.5,up
50,v29/51.jpg,12.5,up
51,v29/52.jpg,12.5,up
52,v29/53.jpg,12.5,up
53,v29/54.jpg,12.01562,left
54,v29/55.jpg,12.01562,up
55,v29/56.jpg,12.01562,up
56,v29/57.jpg,12.01562,up
57,v29/58.jpg,11.232865,left
58,v29/59.jpg,11.232865,up
59,v29/60.jpg,11.232865,up
60,v29/61.jpg,11.232865,up
61,v29/62.jpg,11.232865,up
62,v29/63.jpg,11.232865,up
63,v29/64.jpg,11.232865,up
64,v29/65.jpg,10.832885,left
65,v29/66.jpg,10.832885,up
66,v29/67.jpg,10.832885,up
67,v29/68.jpg,10.832885,up
68,v29/69.jpg,10.832885,up
69,v29/70.jpg,11.63459,right
70,v29/71.jpg,11.63459,up
71,v29/72.jpg,11.63459,up
72,v29/73.jpg,11.63459,up
73,v29/74.jpg,11.63459,up
74,v29/75.jpg,11.63459,up
75,v29/76.jpg,11.63459,up
76,v29/77.jpg,11.168655,left
77,v29/78.jpg,11.168655,up
78,v29/79.jpg,11.168655,up
79,v29/80.jpg,11.168655,up
80,v29/81.jpg,11.168655,up
81,v29/82.jpg,11.168655,up
82,v29/83.jpg,10.57106,left
83,v29/84.jpg,10.57106,up
84,v29/85.jpg,10.57106,up
85,v29/86.jpg,10.57106,up
86,v29/87.jpg,10.57106,up
87,v29/88.jpg,10.57106,up
88,v29/89.jpg,10.57106,up
89,v29/90.jpg,10.57106,up
90,v29/91.jpg,9.920095,left
91,v29/92.jpg,9.920095,up
92,v29/93.jpg,9.920095,up
93,v29/94.jpg,9.920095,up
94,v29/95.jpg,9.920095,up
95,v29/96.jpg,9.920095,up
96,v29/97.jpg,9.920095,up
97,v29/98.jpg,9.49984,left
98,v29/99.jpg,9.49984,up
99,v29/100.jpg,9.49984,up
