,Image,Angle,ouptut
30,v26/31.jpg,11.208665,right
31,v26/32.jpg,11.209505,right
32,v26/33.jpg,11.20732,left
33,v26/34.jpg,11.17108,right
34,v26/35.jpg,11.10745,right
35,v26/36.jpg,11.10745,up
36,v26/37.jpg,11.10809,right
37,v26/38.jpg,11.10463,left
38,v26/39.jpg,11.103445,left
39,v26/40.jpg,11.097625,left
40,v26/41.jpg,9.99906,left
41,v26/42.jpg,9.933965,left
42,v26/43.jpg,9.927995,left
43,v26/44.jpg,9.92789,left
44,v26/45.jpg,9.92846,right
45,v26/46.jpg,9.930025,right
46,v26/47.jpg,9.93019,right
47,v26/48.jpg,9.930835,right
48,v26/49.jpg,9.930835,up
49,v26/50.jpg,9.931495,right
50,v26/51.jpg,9.931495,up
51,v26/52.jpg,9.931495,up
52,v26/53.jpg,9.931495,up
53,v26/54.jpg,9.93477,right
54,v26/55.jpg,10.983025,right
55,v26/56.jpg,10.988935,right
56,v26/57.jpg,10.99028,right
57,v26/58.jpg,10.99028,up
58,v26/59.jpg,10.99097,right
59,v26/60.jpg,10.99114,right
60,v26/61.jpg,10.991935,right
61,v26/62.jpg,10.99417,right
62,v26/63.jpg,10.9953,right
63,v26/64.jpg,10.9953,up
64,v26/65.jpg,10.99568,right
65,v26/66.jpg,10.99595,right
66,v26/67.jpg,10.994705,right
67,v26/68.jpg,10.944115,right
68,v26/69.jpg,10.94672,right
69,v26/70.jpg,10.4725,left
70,v26/71.jpg,10.468,left
71,v26/72.jpg,10.470475,right
72,v26/73.jpg,10.47061,right
73,v26/74.jpg,10.471605,right
74,v26/75.jpg,10.471605,up
75,v26/76.jpg,10.4718,right
76,v26/77.jpg,10.473125,right
77,v26/78.jpg,10.47418,right
78,v26/79.jpg,10.474645,right
79,v26/80.jpg,10.474645,up
80,v26/81.jpg,10.47513,right
81,v26/82.jpg,10.47592,right
82,v26/83.jpg,10.47604,right
83,v26/84.jpg,10.47614,right
84,v26/85.jpg,10.13361,left
85,v26/86.jpg,10.13127,left
86,v26/87.jpg,10.132405,right
87,v26/88.jpg,10.13249,right
88,v26/89.jpg,10.13483,right
89,v26/90.jpg,10.136045,right
90,v26/91.jpg,10.136045,up
91,v26/92.jpg,10.137135,right
92,v26/93.jpg,10.13932,right
93,v26/94.jpg,10.13977,right
94,v26/95.jpg,10.13977,up
95,v26/96.jpg,10.14127,right
96,v26/97.jpg,10.14127,up
97,v26/98.jpg,10.143615,right
98,v26/99.jpg,11.04135,right
99,v26/100.jpg,11.043105,right
100,v26/101.jpg,11.045265,right
101,v26/102.jpg,11.047115,right
102,v26/103.jpg,11.047115,up
103,v26/104.jpg,11.049125,right
104,v26/105.jpg,11.050905,right
105,v26/106.jpg,11.053015,right
106,v26/107.jpg,11.053015,up
107,v26/108.jpg,11.053075,right
108,v26/109.jpg,11.053075,up
109,v26/110.jpg,11.053975,right
110,v26/111.jpg,11.055675,right
111,v26/112.jpg,11.0562,right
112,v26/113.jpg,11.05734,right
113,v26/114.jpg,11.05734,up
114,v26/115.jpg,11.058575,right
115,v26/116.jpg,11.05899,right
116,v26/117.jpg,11.05899,up
117,v26/118.jpg,11.05899,up
118,v26/119.jpg,10.32788,left
119,v26/120.jpg,10.32422,left
120,v26/121.jpg,10.32422,up
121,v26/122.jpg,10.32422,up
122,v26/123.jpg,9.668375,left
123,v26/124.jpg,9.668355,left
124,v26/125.jpg,9.66655,left
125,v26/126.jpg,9.6706,right
126,v26/127.jpg,9.6706,up
127,v26/128.jpg,10.572805,right
128,v26/129.jpg,10.572805,up
129,v26/130.jpg,10.572805,up
130,v26/131.jpg,10.572805,up
131,v26/132.jpg,10.572805,up
132,v26/133.jpg,11.03292,right
133,v26/134.jpg,11.0332,right
134,v26/135.jpg,11.0332,up
135,v26/136.jpg,11.0332,up
136,v26/137.jpg,11.0332,up
137,v26/138.jpg,10.55646,left
138,v26/139.jpg,10.55646,up
139,v26/140.jpg,10.55646,up
140,v26/141.jpg,10.54975,left
141,v26/142.jpg,10.32876,left
142,v26/143.jpg,10.32876,up
143,v26/144.jpg,10.32876,up
144,v26/145.jpg,10.32876,up
145,v26/146.jpg,10.333845,right
146,v26/147.jpg,10.336205,right
147,v26/148.jpg,10.34036,right
148,v26/149.jpg,10.58359,right
149,v26/150.jpg,11.11508,right
150,v26/151.jpg,11.117555,right
151,v26/152.jpg,11.117555,up
152,v26/153.jpg,10.664295,left
153,v26/154.jpg,10.664295,up
154,v26/155.jpg,10.664295,up
155,v26/156.jpg,10.664295,up
156,v26/157.jpg,10.37474,left
157,v26/158.jpg,10.37474,up
158,v26/159.jpg,10.37474,up
159,v26/160.jpg,10.37474,up
160,v26/161.jpg,10.37474,up
161,v26/162.jpg,10.37474,up
162,v26/163.jpg,10.37474,up
163,v26/164.jpg,10.194795,left
164,v26/165.jpg,10.194795,up
165,v26/166.jpg,10.194795,up
166,v26/167.jpg,10.194795,up
167,v26/168.jpg,10.194795,up
168,v26/169.jpg,10.194795,up
169,v26/170.jpg,10.194795,up
170,v26/171.jpg,10.194795,up
171,v26/172.jpg,10.194795,up
172,v26/173.jpg,10.194795,up
173,v26/174.jpg,10.54529,right
174,v26/175.jpg,10.54529,up
175,v26/176.jpg,10.54529,up
176,v26/177.jpg,10.995725,right
177,v26/178.jpg,10.995725,up
178,v26/179.jpg,10.995725,up
179,v26/180.jpg,10.995725,up
180,v26/181.jpg,11.468195,right
181,v26/182.jpg,11.468195,up
182,v26/183.jpg,11.468195,up
183,v26/184.jpg,10.95281,left
184,v26/185.jpg,10.95281,up
185,v26/186.jpg,10.95281,up
186,v26/187.jpg,10.95281,up
187,v26/188.jpg,10.95281,up
188,v26/189.jpg,10.55903,left
189,v26/190.jpg,10.55903,up
190,v26/191.jpg,10.55903,up
191,v26/192.jpg,10.55903,up
192,v26/193.jpg,10.55903,up
193,v26/194.jpg,10.168145,left
194,v26/195.jpg,10.168145,up
195,v26/196.jpg,10.168145,up
196,v26/197.jpg,10.168145,up
197,v26/198.jpg,10.168145,up
198,v26/199.jpg,10.168145,up
199,v26/200.jpg,10.168145,up
200,v26/201.jpg,10.97993,right
201,v26/202.jpg,10.97993,up
202,v26/203.jpg,10.97993,up
203,v26/204.jpg,10.97993,up
204,v26/205.jpg,10.97993,up
205,v26/206.jpg,10.46099,left
206,v26/207.jpg,10.46099,up
207,v26/208.jpg,10.46099,up
208,v26/209.jpg,9.850355,left
209,v26/210.jpg,9.850355,up
210,v26/211.jpg,9.850355,up
211,v26/212.jpg,9.850355,up
212,v26/213.jpg,9.850355,up
213,v26/214.jpg,10.58167,right
214,v26/215.jpg,10.58167,up
215,v26/216.jpg,10.58167,up
216,v26/217.jpg,9.85949,left
217,v26/218.jpg,9.85949,up
218,v26/219.jpg,9.49971,left
219,v26/220.jpg,9.49971,up
220,v26/221.jpg,9.49971,up
221,v26/222.jpg,9.49971,up
222,v26/223.jpg,9.49971,up
223,v26/224.jpg,10.5043,right
224,v26/225.jpg,10.5043,up
225,v26/226.jpg,10.5043,up
226,v26/227.jpg,11.01186,right
227,v26/228.jpg,11.01186,up
228,v26/229.jpg,11.01186,up
229,v26/230.jpg,10.379305,left
230,v26/231.jpg,10.379305,up
231,v26/232.jpg,10.379305,up
232,v26/233.jpg,10.379305,up
233,v26/234.jpg,10.984185,right
234,v26/235.jpg,11.35164,right
235,v26/236.jpg,11.35164,up
236,v26/237.jpg,11.35164,up
237,v26/238.jpg,10.977525,left
238,v26/239.jpg,10.977525,up
239,v26/240.jpg,10.977525,up
240,v26/241.jpg,10.977525,up
241,v26/242.jpg,10.977525,up
242,v26/243.jpg,10.977525,up
243,v26/244.jpg,10.977525,up
244,v26/245.jpg,10.977525,up
245,v26/246.jpg,10.977525,up
246,v26/247.jpg,10.977525,up
247,v26/248.jpg,10.977525,up
248,v26/249.jpg,10.977525,up
249,v26/250.jpg,10.977525,up
250,v26/251.jpg,10.977525,up
251,v26/252.jpg,10.977525,up
252,v26/253.jpg,10.977525,up
253,v26/254.jpg,10.977525,up
254,v26/255.jpg,11.49632,right
255,v26/256.jpg,11.49632,up
256,v26/257.jpg,11.49632,up
257,v26/258.jpg,11.49632,up
258,v26/259.jpg,11.49632,up
259,v26/260.jpg,11.49632,up
260,v26/261.jpg,11.49632,up
261,v26/262.jpg,11.680195,right
262,v26/263.jpg,11.680195,up
263,v26/264.jpg,11.680195,up
264,v26/265.jpg,11.681865,right
265,v26/266.jpg,11.681865,up
266,v26/267.jpg,11.681865,up
267,v26/268.jpg,11.9483,right
268,v26/269.jpg,11.9483,up
269,v26/270.jpg,11.9483,up
270,v26/271.jpg,12.345475,right
271,v26/272.jpg,12.345475,up
272,v26/273.jpg,12.345475,up
