,Image,Angle,ouptut
0,v30/1.jpg,11.000705,right
1,v30/2.jpg,11.127005,right
2,v30/3.jpg,11.127005,up
3,v30/4.jpg,11.12132,right
4,v30/5.jpg,11.00289,left
5,v30/6.jpg,11.003355,right
6,v30/7.jpg,11.00267,right
7,v30/8.jpg,11.00332,right
8,v30/9.jpg,11.00972,right
9,v30/10.jpg,11.01063,right
10,v30/11.jpg,11.01224,right
11,v30/12.jpg,11.015525,right
12,v30/13.jpg,10.962765,left
13,v30/14.jpg,10.96151,left
14,v30/15.jpg,10.95922,left
15,v30/16.jpg,10.95863,left
16,v30/17.jpg,10.964545,right
17,v30/18.jpg,10.9672,right
18,v30/19.jpg,10.976805,right
19,v30/20.jpg,10.979365,right
20,v30/21.jpg,10.979365,up
21,v30/22.jpg,10.47808,left
22,v30/23.jpg,10.47808,up
23,v30/24.jpg,10.47808,up
24,v30/25.jpg,10.47808,up
25,v30/26.jpg,10.47808,up
26,v30/27.jpg,10.47808,up
27,v30/28.jpg,10.47808,up
28,v30/29.jpg,10.47808,up
29,v30/30.jpg,10.47808,up
30,v30/31.jpg,10.47808,up
31,v30/32.jpg,10.492765,right
32,v30/33.jpg,10.492765,up
33,v30/34.jpg,10.492765,up
34,v30/35.jpg,10.495835,right
35,v30/36.jpg,10.495835,up
36,v30/37.jpg,10.495835,up
37,v30/38.jpg,10.495835,up
38,v30/39.jpg,10.495835,up
39,v30/40.jpg,10.472655,right
40,v30/41.jpg,9.794335,left
41,v30/42.jpg,9.796595,right
42,v30/43.jpg,9.796595,up
43,v30/44.jpg,9.796595,up
44,v30/45.jpg,9.796595,up
45,v30/46.jpg,9.796595,up
46,v30/47.jpg,9.796595,up
47,v30/48.jpg,10.7793,right
48,v30/49.jpg,10.781355,right
49,v30/50.jpg,10.781355,up
50,v30/51.jpg,10.781355,up
51,v30/52.jpg,10.781355,up
52,v30/53.jpg,10.781355,up
53,v30/54.jpg,10.781355,up
54,v30/55.jpg,10.781355,up
55,v30/56.jpg,10.781355,up
56,v30/57.jpg,10.781355,up
57,v30/58.jpg,10.781355,up
58,v30/59.jpg,10.781355,up
59,v30/60.jpg,10.781355,up
60,v30/61.jpg,10.781355,up
61,v30/62.jpg,10.781355,up
62,v30/63.jpg,10.04243,left
63,v30/64.jpg,10.04243,up
64,v30/65.jpg,10.04243,up
65,v30/66.jpg,10.04243,up
66,v30/67.jpg,11.01678,right
67,v30/68.jpg,11.01678,up
68,v30/69.jpg,11.01678,up
69,v30/70.jpg,11.01678,up
70,v30/71.jpg,11.01678,up
71,v30/72.jpg,11.01678,up
72,v30/73.jpg,11.01678,up
73,v30/74.jpg,11.01678,up
74,v30/75.jpg,11.01678,up
75,v30/76.jpg,11.01678,up
76,v30/77.jpg,10.09747,left
77,v30/78.jpg,10.09747,up
78,v30/79.jpg,10.09747,up
79,v30/80.jpg,10.09747,up
80,v30/81.jpg,10.09747,up
81,v30/82.jpg,10.09747,up
82,v30/83.jpg,10.09747,up
83,v30/84.jpg,10.09747,up
84,v30/85.jpg,10.09747,up
85,v30/86.jpg,10.09747,up
86,v30/87.jpg,10.09747,up
87,v30/88.jpg,10.09747,up
88,v30/89.jpg,9.86733,left
89,v30/90.jpg,9.86733,up
90,v30/91.jpg,10.80762,right
