,Image,Angle,ouptut
0,v27/1.jpg,11.178775,right
1,v27/2.jpg,11.260755,right
2,v27/3.jpg,11.260755,up
3,v27/4.jpg,11.260755,up
4,v27/5.jpg,11.260755,up
5,v27/6.jpg,11.682975,right
6,v27/7.jpg,11.682975,up
7,v27/8.jpg,11.682975,up
8,v27/9.jpg,11.682975,up
9,v27/10.jpg,11.682975,up
10,v27/11.jpg,11.682975,up
11,v27/12.jpg,11.682975,up
12,v27/13.jpg,11.682975,up
13,v27/14.jpg,11.682975,up
14,v27/15.jpg,11.682975,up
15,v27/16.jpg,11.90121,right
16,v27/17.jpg,11.90121,up
17,v27/18.jpg,11.90121,up
18,v27/19.jpg,11.90121,up
19,v27/20.jpg,11.90121,up
20,v27/21.jpg,12.142185,right
22,v27/23.jpg,12.133115,up
23,v27/24.jpg,12.138495,right
24,v27/25.jpg,12.135485,left
25,v27/26.jpg,12.135485,up
26,v27/27.jpg,12.135485,up
27,v27/28.jpg,12.18178,right
28,v27/29.jpg,12.18178,up
29,v27/30.jpg,12.169245,left
30,v27/31.jpg,12.169245,up
31,v27/32.jpg,12.5,right
32,v27/33.jpg,12.5,up
33,v27/34.jpg,12.5,up
34,v27/35.jpg,12.5,up
35,v27/36.jpg,12.5,up
36,v27/37.jpg,12.5,up
37,v27/38.jpg,12.5,up
38,v27/39.jpg,12.5,up
39,v27/40.jpg,12.5,up
40,v27/41.jpg,12.5,up
41,v27/42.jpg,12.5,up
42,v27/43.jpg,12.5,right
43,v27/44.jpg,12.5,up
44,v27/45.jpg,12.5,right
45,v27/46.jpg,12.5,up
46,v27/47.jpg,12.5,right
47,v27/48.jpg,12.5,up
48,v27/49.jpg,12.5,right
49,v27/50.jpg,11.942435,left
50,v27/51.jpg,11.942435,up
51,v27/52.jpg,11.942435,up
52,v27/53.jpg,11.942435,up
53,v27/54.jpg,10.95846,left
54,v27/55.jpg,10.95846,up
55,v27/56.jpg,10.95846,up
56,v27/57.jpg,11.00486,right
57,v27/58.jpg,11.00486,up
58,v27/59.jpg,11.00486,up
59,v27/60.jpg,11.00486,up
60,v27/61.jpg,11.01527,right
61,v27/62.jpg,11.023675,right
62,v27/63.jpg,11.02401,right
63,v27/64.jpg,11.02401,up
64,v27/65.jpg,11.02401,up
65,v27/66.jpg,11.02401,up
66,v27/67.jpg,11.07378,right
67,v27/68.jpg,11.06296,right
68,v27/69.jpg,11.06296,up
69,v27/70.jpg,11.31333,right
70,v27/71.jpg,11.40728,right
71,v27/72.jpg,11.40728,up
72,v27/73.jpg,11.40728,up
73,v27/74.jpg,11.40728,up
74,v27/75.jpg,11.40728,up
75,v27/76.jpg,11.40728,up
76,v27/77.jpg,11.40728,up
77,v27/78.jpg,10.04465,left
78,v27/79.jpg,10.04465,up
79,v27/80.jpg,10.04465,up
80,v27/81.jpg,10.04465,up
81,v27/82.jpg,10.04465,up
82,v27/83.jpg,10.04465,up
83,v27/84.jpg,10.04465,up
84,v27/85.jpg,9.60017,left
85,v27/86.jpg,9.60017,up
86,v27/87.jpg,9.60017,up
87,v27/88.jpg,9.60017,up
88,v27/89.jpg,9.60017,up
89,v27/90.jpg,9.60017,up
90,v27/91.jpg,9.60017,up
91,v27/92.jpg,9.60017,up
92,v27/93.jpg,9.60017,up
93,v27/94.jpg,9.60017,up
94,v27/95.jpg,9.60017,up
95,v27/96.jpg,9.60017,up
96,v27/97.jpg,9.60017,up
97,v27/98.jpg,9.60017,up
98,v27/99.jpg,11.043885,right
99,v27/100.jpg,11.332495,right
100,v27/101.jpg,11.332495,up
101,v27/102.jpg,11.332495,up
102,v27/103.jpg,11.332495,up
103,v27/104.jpg,11.332495,up
104,v27/105.jpg,11.332495,up
105,v27/106.jpg,11.332495,up
106,v27/107.jpg,11.332495,up
107,v27/108.jpg,11.332495,up
108,v27/109.jpg,11.332495,up
109,v27/110.jpg,11.332495,up
110,v27/111.jpg,11.332495,up
111,v27/112.jpg,11.332495,up
112,v27/113.jpg,11.332495,up
113,v27/114.jpg,11.332495,up
114,v27/115.jpg,11.10954,left
115,v27/116.jpg,11.10759,left
116,v27/117.jpg,11.092565,left
117,v27/118.jpg,10.74225,left
118,v27/119.jpg,10.74225,up
119,v27/120.jpg,10.74225,up
120,v27/121.jpg,10.74225,up
121,v27/122.jpg,10.74225,up
122,v27/123.jpg,11.30869,right
123,v27/124.jpg,11.30869,up
124,v27/125.jpg,11.30869,up
125,v27/126.jpg,11.30869,up
126,v27/127.jpg,11.30869,up
127,v27/128.jpg,11.30869,up
128,v27/129.jpg,10.923155,left
129,v27/130.jpg,10.923155,up
130,v27/131.jpg,10.923155,up
131,v27/132.jpg,10.923155,up
132,v27/133.jpg,10.923155,up
133,v27/134.jpg,10.923155,up
134,v27/135.jpg,11.613195,right
135,v27/136.jpg,11.613195,up
136,v27/137.jpg,11.613195,up
137,v27/138.jpg,11.613195,up
138,v27/139.jpg,11.613195,up
139,v27/140.jpg,12.5,right
140,v27/141.jpg,12.5,up
141,v27/142.jpg,12.5,up
142,v27/143.jpg,12.5,up
143,v27/144.jpg,12.5,up
144,v27/145.jpg,12.5,up
145,v27/146.jpg,12.5,up
146,v27/147.jpg,12.5,up
147,v27/148.jpg,12.5,up
148,v27/149.jpg,12.5,right
