,Image,Angle,ouptut
0,v22/1.jpg,11,up
1,v22/2.jpg,11,up
2,v22/3.jpg,11.172725,right
3,v22/4.jpg,11.35743,right
4,v22/5.jpg,11.53688,right
5,v22/6.jpg,11.53688,up
6,v22/7.jpg,11.53688,up
7,v22/8.jpg,11.40253,left
8,v22/9.jpg,11.25266,left
9,v22/10.jpg,11.12685,left
10,v22/11.jpg,11.12685,up
11,v22/12.jpg,11.04733,left
12,v22/13.jpg,10.98403,left
13,v22/14.jpg,10.92538,left
14,v22/15.jpg,10.856835,left
15,v22/16.jpg,10.781115,left
16,v22/17.jpg,10.692905,left
17,v22/18.jpg,10.615775,left
18,v22/19.jpg,10.5177,left
19,v22/20.jpg,10.5177,up
20,v22/21.jpg,10.5177,up
21,v22/22.jpg,10.67635,right
22,v22/23.jpg,10.67635,up
23,v22/24.jpg,10.67635,up
24,v22/25.jpg,10.67635,up
25,v22/26.jpg,10.67635,up
26,v22/27.jpg,10.33976,left
27,v22/28.jpg,10.13131,left
28,v22/29.jpg,10.13131,up
29,v22/30.jpg,10.203745,right
30,v22/31.jpg,10.203745,up
31,v22/32.jpg,10.49394,right
32,v22/33.jpg,10.49394,up
33,v22/34.jpg,10.331025,left
34,v22/35.jpg,10.17863,left
35,v22/36.jpg,10.17863,up
36,v22/37.jpg,10.17863,up
37,v22/38.jpg,10.030895,left
38,v22/39.jpg,10.030895,up
39,v22/40.jpg,10.030895,up
40,v22/41.jpg,10.11518,right
41,v22/42.jpg,10.201705,right
42,v22/43.jpg,10.288035,right
43,v22/44.jpg,10.38467,right
44,v22/45.jpg,10.574965,right
45,v22/46.jpg,10.74792,right
46,v22/47.jpg,10.74792,up
47,v22/48.jpg,10.74792,up
48,v22/49.jpg,10.74792,up
49,v22/50.jpg,10.35372,left
50,v22/51.jpg,10.35372,up
51,v22/52.jpg,10.35372,up
52,v22/53.jpg,10.35372,up
53,v22/54.jpg,10.35372,up
54,v22/55.jpg,10.109325,left
55,v22/56.jpg,10.109325,up
56,v22/57.jpg,10.109325,up
57,v22/58.jpg,10.535835,right
58,v22/59.jpg,10.535835,up
59,v22/60.jpg,10.8562,right
60,v22/61.jpg,10.8562,up
61,v22/62.jpg,10.8562,up
62,v22/63.jpg,10.8562,up
63,v22/64.jpg,10.8562,up
64,v22/65.jpg,10.8562,up
65,v22/66.jpg,10.8562,up
66,v22/67.jpg,10.8562,up
67,v22/68.jpg,10.8562,up
68,v22/69.jpg,10.8562,up
69,v22/70.jpg,10.47937,left
70,v22/71.jpg,10.47937,up
71,v22/72.jpg,10.47937,up
72,v22/73.jpg,10.47937,up
73,v22/74.jpg,10.17753,left
74,v22/75.jpg,10.18587,right
75,v22/76.jpg,10.196405,right
76,v22/77.jpg,10.196405,up
77,v22/78.jpg,10.196405,up
78,v22/79.jpg,10.196405,up
79,v22/80.jpg,10.196405,up
80,v22/81.jpg,10.196405,up
81,v22/82.jpg,10.633525,right
82,v22/83.jpg,10.633525,up
83,v22/84.jpg,10.929765,right
84,v22/85.jpg,10.929765,up
85,v22/86.jpg,10.929765,up
86,v22/87.jpg,10.929765,up
87,v22/88.jpg,10.929765,up
88,v22/89.jpg,10.929765,up
89,v22/90.jpg,10.929765,up
90,v22/91.jpg,10.929765,up
91,v22/92.jpg,10.929765,up
92,v22/93.jpg,10.929765,up
93,v22/94.jpg,10.929765,up
94,v22/95.jpg,10.929765,up
95,v22/96.jpg,10.929765,up
96,v22/97.jpg,10.929765,up
97,v22/98.jpg,10.64157,left
98,v22/99.jpg,10.64157,up
99,v22/100.jpg,10.64157,up
100,v22/101.jpg,10.452065,left
101,v22/102.jpg,10.452065,up
102,v22/103.jpg,10.452065,up
103,v22/104.jpg,10.452065,up
104,v22/105.jpg,10.452065,up
105,v22/106.jpg,10.452065,up
106,v22/107.jpg,10.452065,up
107,v22/108.jpg,10.853115,right
108,v22/109.jpg,11.030645,right
109,v22/110.jpg,11.030645,up
110,v22/111.jpg,11.030645,up
111,v22/112.jpg,11.030645,up
112,v22/113.jpg,10.718175,left
113,v22/114.jpg,10.7192,right
114,v22/115.jpg,10.727095,right
115,v22/116.jpg,10.727095,up
116,v22/117.jpg,10.727095,up
117,v22/118.jpg,10.32106,left
118,v22/119.jpg,9.47912,left
119,v22/120.jpg,9.47912,up
120,v22/121.jpg,9.47912,up
121,v22/122.jpg,9.47912,up
122,v22/123.jpg,10.1654,right
